home_team,away_team,home_score,away_score,home_odds,away_odds,date,stadium,attendance,season,league,pitcher_home,pitcher_away,weather,runs,hits,errors
Detroit Tigers,Cleveland Indians,6,4,1.95,1.95,2013-06-08,Comerica Park,,2013,MLB,,,,10,17,2
Tampa Bay Rays,Baltimore Orioles,8,0,1.95,1.95,2013-06-08,Tropicana Field,,2013,MLB,,,,8,17,0
Chicago White Sox,Oakland Athletics,4,1,1.95,1.95,2013-06-08,U.S. Cellular Field,,2013,MLB,,,,5,11,2
Seattle Mariners,New York Yankees,1,3,1.95,1.95,2013-06-08,Safeco Field,,2013,MLB,,,,4,14,0
Kansas City Royals,Houston Astros,7,2,1.95,1.95,2013-06-08,Kauffman Stadium,,2013,MLB,,,,9,16,3
Colorado Rockies,San Diego Padres,2,4,1.95,1.95,2013-06-08,Coors Field,,2013,MLB,,,,6,19,4
Cincinnati Reds,St. Louis Cardinals,4,2,1.95,1.95,2013-06-08,Great American Ball Park,,2013,MLB,,,,6,19,1
Milwaukee Brewers,Philadelphia Phillies,4,3,1.95,1.95,2013-06-08,Miller Park,,2013,MLB,,,,7,21,0
Arizona Diamondbacks,San Francisco Giants,5,10,1.95,1.95,2013-06-09,Chase Field,,2013,MLB,,,,15,23,1
Los Angeles Dodgers,Atlanta Braves,1,2,1.95,1.95,2013-06-09,Dodger Stadium,,2013,MLB,,,,3,17,1
Toronto Blue Jays,Texas Rangers,4,6,1.95,1.95,2013-06-09,Rogers Centre,,2013,MLB,,,,10,15,3
Detroit Tigers,Cleveland Indians,4,1,1.95,1.95,2013-06-09,Comerica Park,,2013,MLB,,,,5,12,1
New York Mets,Miami Marlins,4,8,1.95,1.95,2013-06-09,Citi Field,,2013,MLB,,,,12,23,3
Boston Red Sox,Los Angeles Angels,10,5,1.95,1.95,2013-06-09,Fenway Park,,2013,MLB,,,,15,20,2
Washington Nationals,Minnesota Twins,7,0,1.95,1.95,2013-06-09,Nationals Park,,2013,MLB,,,,7,17,3
Washington Nationals,Minnesota Twins,5,4,1.95,1.95,2013-06-09,Nationals Park,,2013,MLB,,,,9,18,2
Tampa Bay Rays,Baltimore Orioles,7,10,1.95,1.95,2013-06-09,Tropicana Field,,2013,MLB,,,,17,28,1
Kansas City Royals,Houston Astros,2,0,1.95,1.95,2013-06-09,Kauffman Stadium,,2013,MLB,,,,2,11,2
Chicago White Sox,Oakland Athletics,4,2,1.95,1.95,2013-06-09,U.S. Cellular Field,,2013,MLB,,,,6,12,1
Milwaukee Brewers,Philadelphia Phillies,9,1,1.95,1.95,2013-06-09,Miller Park,,2013,MLB,,,,10,13,1
Chicago Cubs,Pittsburgh Pirates,4,1,1.95,1.95,2013-06-09,Wrigley Field,,2013,MLB,,,,5,12,0
Colorado Rockies,San Diego Padres,8,7,1.95,1.95,2013-06-09,Coors Field,,2013,MLB,,,,15,26,0
Arizona Diamondbacks,San Francisco Giants,2,6,1.95,1.95,2013-06-09,Chase Field,,2013,MLB,,,,8,18,3
Los Angeles Dodgers,Atlanta Braves,1,8,1.95,1.95,2013-06-09,Dodger Stadium,,2013,MLB,,,,9,15,1
Seattle Mariners,New York Yankees,1,2,1.95,1.95,2013-06-09,Safeco Field,,2013,MLB,,,,3,13,2
Cincinnati Reds,St. Louis Cardinals,4,11,1.95,1.95,2013-06-10,Great American Ball Park,,2013,MLB,,,,15,20,1
Baltimore Orioles,Los Angeles Angels,4,3,1.95,1.95,2013-06-10,Oriole Park at Camden Yards,,2013,MLB,,,,7,15,1
Tampa Bay Rays,Boston Red Sox,8,10,1.95,1.95,2013-06-10,Tropicana Field,,2013,MLB,,,,18,32,1
Miami Marlins,Milwaukee Brewers,1,6,1.95,1.95,2013-06-10,Marlins Park,,2013,MLB,,,,7,21,1
Chicago Cubs,Cincinnati Reds,2,6,1.95,1.95,2013-06-11,Wrigley Field,,2013,MLB,,,,8,15,1
Texas Rangers,Cleveland Indians,6,3,1.95,1.95,2013-06-11,Rangers Ballpark in Arlington,,2013,MLB,,,,9,16,1
Kansas City Royals,Detroit Tigers,3,2,1.95,1.95,2013-06-11,Kauffman Stadium,,2013,MLB,,,,5,16,0
Chicago White Sox,Toronto Blue Jays,10,6,1.95,1.95,2013-06-11,U.S. Cellular Field,,2013,MLB,,,,16,28,2
Los Angeles Dodgers,Arizona Diamondbacks,4,5,1.95,1.95,2013-06-11,Dodger Stadium,,2013,MLB,,,,9,25,1
Seattle Mariners,Houston Astros,3,2,1.95,1.95,2013-06-11,Safeco Field,,2013,MLB,,,,5,16,4
San Diego Padres,Atlanta Braves,7,6,1.95,1.95,2013-06-11,Petco Park,,2013,MLB,,,,13,17,0
Baltimore Orioles,Los Angeles Angels,3,2,1.95,1.95,2013-06-11,Oriole Park at Camden Yards,,2013,MLB,,,,5,14,1
Pittsburgh Pirates,San Francisco Giants,8,2,1.95,1.95,2013-06-11,PNC Park,,2013,MLB,,,,10,20,1
New York Mets,St. Louis Cardinals,2,9,1.95,1.95,2013-06-11,Citi Field,,2013,MLB,,,,11,18,2
Tampa Bay Rays,Boston Red Sox,8,3,1.95,1.95,2013-06-11,Tropicana Field,,2013,MLB,,,,11,19,1
Miami Marlins,Milwaukee Brewers,5,4,1.95,1.95,2013-06-11,Marlins Park,,2013,MLB,,,,9,13,1
Chicago Cubs,Cincinnati Reds,2,12,1.95,1.95,2013-06-12,Wrigley Field,,2013,MLB,,,,14,21,5
Texas Rangers,Cleveland Indians,2,5,1.95,1.95,2013-06-12,Rangers Ballpark in Arlington,,2013,MLB,,,,7,18,2
Kansas City Royals,Detroit Tigers,2,3,1.95,1.95,2013-06-12,Kauffman Stadium,,2013,MLB,,,,5,16,0
Minnesota Twins,Philadelphia Phillies,3,2,1.95,1.95,2013-06-12,Target Field,,2013,MLB,,,,5,16,1
Chicago White Sox,Toronto Blue Jays,5,7,1.95,1.95,2013-06-12,U.S. Cellular Field,,2013,MLB,,,,12,24,3
Colorado Rockies,Washington Nationals,8,3,1.95,1.95,2013-06-12,Coors Field,,2013,MLB,,,,11,22,0
Oakland Athletics,New York Yankees,6,4,1.95,1.95,2013-06-12,O.co Coliseum,,2013,MLB,,,,10,19,0
Los Angeles Dodgers,Arizona Diamondbacks,5,3,1.95,1.95,2013-06-12,Dodger Stadium,,2013,MLB,,,,8,9,0
Seattle Mariners,Houston Astros,4,0,1.95,1.95,2013-06-12,Safeco Field,,2013,MLB,,,,4,9,3
San Diego Padres,Atlanta Braves,3,2,1.95,1.95,2013-06-12,Petco Park,,2013,MLB,,,,5,11,0
Baltimore Orioles,Los Angeles Angels,5,9,1.95,1.95,2013-06-12,Oriole Park at Camden Yards,,2013,MLB,,,,14,22,3
Kansas City Royals,Detroit Tigers,3,2,1.95,1.95,2013-06-12,Kauffman Stadium,,2013,MLB,,,,5,15,2
Chicago Cubs,Cincinnati Reds,1,2,1.95,1.95,2013-06-12,Wrigley Field,,2013,MLB,,,,3,9,0
San Diego Padres,Atlanta Braves,5,3,1.95,1.95,2013-06-12,Petco Park,,2013,MLB,,,,8,17,2
Pittsburgh Pirates,San Francisco Giants,12,8,1.95,1.95,2013-06-12,PNC Park,,2013,MLB,,,,20,33,2
New York Mets,St. Louis Cardinals,5,1,1.95,1.95,2013-06-12,Citi Field,,2013,MLB,,,,6,13,0
Tampa Bay Rays,Boston Red Sox,1,2,1.95,1.95,2013-06-12,Tropicana Field,,2013,MLB,,,,3,11,1
Miami Marlins,Milwaukee Brewers,1,10,1.95,1.95,2013-06-12,Marlins Park,,2013,MLB,,,,11,17,2
Texas Rangers,Cleveland Indians,2,5,1.95,1.95,2013-06-13,Rangers Ballpark in Arlington,,2013,MLB,,,,7,18,0
Minnesota Twins,Philadelphia Phillies,4,3,1.95,1.95,2013-06-13,Target Field,,2013,MLB,,,,7,19,0
Colorado Rockies,Washington Nationals,1,5,1.95,1.95,2013-06-13,Coors Field,,2013,MLB,,,,6,11,1
Oakland Athletics,New York Yankees,5,2,1.95,1.95,2013-06-13,O.co Coliseum,,2013,MLB,,,,7,12,1
Los Angeles Dodgers,Arizona Diamondbacks,6,8,1.95,1.95,2013-06-13,Dodger Stadium,,2013,MLB,,,,14,32,0
Seattle Mariners,Houston Astros,1,6,1.95,1.95,2013-06-13,Safeco Field,,2013,MLB,,,,7,13,2
New York Mets,St. Louis Cardinals,1,2,1.95,1.95,2013-06-13,Citi Field,,2013,MLB,,,,3,17,0
Chicago Cubs,Cincinnati Reds,6,5,1.95,1.95,2013-06-13,Wrigley Field,,2013,MLB,,,,11,28,3
Colorado Rockies,Washington Nationals,4,5,1.95,1.95,2013-06-13,Coors Field,,2013,MLB,,,,9,18,1
Oakland Athletics,New York Yankees,3,2,1.95,1.95,2013-06-13,O.co Coliseum,,2013,MLB,,,,5,22,2
Baltimore Orioles,Boston Red Sox,5,4,1.95,1.95,2013-06-13,Oriole Park at Camden Yards,,2013,MLB,,,,9,21,2
Pittsburgh Pirates,San Francisco Giants,0,10,1.95,1.95,2013-06-13,PNC Park,,2013,MLB,,,,10,20,3
Tampa Bay Rays,Kansas City Royals,1,10,1.95,1.95,2013-06-13,Tropicana Field,,2013,MLB,,,,11,20,1
Texas Rangers,Toronto Blue Jays,1,3,1.95,1.95,2013-06-14,Rangers Ballpark in Arlington,,2013,MLB,,,,4,10,1
Minnesota Twins,Philadelphia Phillies,2,3,1.95,1.95,2013-06-14,Target Field,,2013,MLB,,,,5,19,2
Baltimore Orioles,Boston Red Sox,2,0,1.95,1.95,2013-06-14,Oriole Park at Camden Yards,,2013,MLB,,,,2,8,0
Cleveland Indians,Washington Nationals,2,1,1.95,1.95,2013-06-14,Progressive Field,,2013,MLB,,,,3,9,0
Pittsburgh Pirates,Los Angeles Dodgers,3,0,1.95,1.95,2013-06-14,PNC Park,,2013,MLB,,,,3,14,0
New York Mets,Chicago Cubs,3,6,1.95,1.95,2013-06-14,Citi Field,,2013,MLB,,,,9,18,0
Tampa Bay Rays,Kansas City Royals,2,7,1.95,1.95,2013-06-14,Tropicana Field,,2013,MLB,,,,9,17,0
Miami Marlins,St. Louis Cardinals,5,4,1.95,1.95,2013-06-14,Marlins Park,,2013,MLB,,,,9,18,2
Cincinnati Reds,Milwaukee Brewers,4,3,1.95,1.95,2013-06-14,Great American Ball Park,,2013,MLB,,,,7,19,5
Atlanta Braves,San Francisco Giants,0,6,1.95,1.95,2013-06-14,Turner Field,,2013,MLB,,,,6,14,1
Texas Rangers,Toronto Blue Jays,0,8,1.95,1.95,2013-06-15,Rangers Ballpark in Arlington,,2013,MLB,,,,8,16,0
Minnesota Twins,Detroit Tigers,0,4,1.95,1.95,2013-06-15,Target Field,,2013,MLB,,,,4,8,1
Houston Astros,Chicago White Sox,2,1,1.95,1.95,2013-06-15,Minute Maid Park,,2013,MLB,,,,3,12,2
Colorado Rockies,Philadelphia Phillies,7,8,1.95,1.95,2013-06-15,Coors Field,,2013,MLB,,,,15,26,0
Oakland Athletics,Seattle Mariners,2,3,1.95,1.95,2013-06-15,O.co Coliseum,,2013,MLB,,,,5,17,2
Los Angeles Angels,New York Yankees,5,2,1.95,1.95,2013-06-15,Angel Stadium of Anaheim,,2013,MLB,,,,7,19,1
San Diego Padres,Arizona Diamondbacks,2,1,1.95,1.95,2013-06-15,Petco Park,,2013,MLB,,,,3,7,2
New York Mets,Chicago Cubs,2,5,1.95,1.95,2013-06-15,Citi Field,,2013,MLB,,,,7,17,3
Baltimore Orioles,Boston Red Sox,4,5,1.95,1.95,2013-06-15,Oriole Park at Camden Yards,,2013,MLB,,,,9,19,1
Pittsburgh Pirates,Los Angeles Dodgers,3,5,1.95,1.95,2013-06-15,PNC Park,,2013,MLB,,,,8,19,1
Texas Rangers,Toronto Blue Jays,1,6,1.95,1.95,2013-06-15,Rangers Ballpark in Arlington,,2013,MLB,,,,7,17,1
Atlanta Braves,San Francisco Giants,6,5,1.95,1.95,2013-06-15,Turner Field,,2013,MLB,,,,11,22,3
Tampa Bay Rays,Kansas City Royals,5,3,1.95,1.95,2013-06-15,Tropicana Field,,2013,MLB,,,,8,16,1
Colorado Rockies,Philadelphia Phillies,10,5,1.95,1.95,2013-06-15,Coors Field,,2013,MLB,,,,15,29,3
Miami Marlins,St. Louis Cardinals,7,13,1.95,1.95,2013-06-15,Marlins Park,,2013,MLB,,,,20,28,0
Cincinnati Reds,Milwaukee Brewers,0,6,1.95,1.95,2013-06-15,Great American Ball Park,,2013,MLB,,,,6,15,0
Cleveland Indians,Washington Nationals,6,7,1.95,1.95,2013-06-15,Progressive Field,,2013,MLB,,,,13,17,3
Oakland Athletics,Seattle Mariners,0,4,1.95,1.95,2013-06-15,O.co Coliseum,,2013,MLB,,,,4,15,0
Minnesota Twins,Detroit Tigers,6,3,1.95,1.95,2013-06-15,Target Field,,2013,MLB,,,,9,22,1
Houston Astros,Chicago White Sox,4,3,1.95,1.95,2013-06-15,Minute Maid Park,,2013,MLB,,,,7,14,1
Los Angeles Angels,New York Yankees,6,2,1.95,1.95,2013-06-15,Angel Stadium of Anaheim,,2013,MLB,,,,8,17,1
San Diego Padres,Arizona Diamondbacks,6,4,1.95,1.95,2013-06-16,Petco Park,,2013,MLB,,,,10,14,1
Cleveland Indians,Washington Nationals,2,0,1.95,1.95,2013-06-16,Progressive Field,,2013,MLB,,,,2,11,3
New York Mets,Chicago Cubs,4,3,1.95,1.95,2013-06-16,Citi Field,,2013,MLB,,,,7,13,3
Miami Marlins,St. Louis Cardinals,7,2,1.95,1.95,2013-06-16,Marlins Park,,2013,MLB,,,,9,16,2
Cincinnati Reds,Milwaukee Brewers,5,1,1.95,1.95,2013-06-16,Great American Ball Park,,2013,MLB,,,,6,16,1
Baltimore Orioles,Boston Red Sox,6,3,1.95,1.95,2013-06-16,Oriole Park at Camden Yards,,2013,MLB,,,,9,20,2
Pittsburgh Pirates,Los Angeles Dodgers,6,3,1.95,1.95,2013-06-16,PNC Park,,2013,MLB,,,,9,17,0
Tampa Bay Rays,Kansas City Royals,3,5,1.95,1.95,2013-06-16,Tropicana Field,,2013,MLB,,,,8,18,1
Minnesota Twins,Detroit Tigers,2,5,1.95,1.95,2013-06-16,Target Field,,2013,MLB,,,,7,14,0
Houston Astros,Chicago White Sox,5,4,1.95,1.95,2013-06-16,Minute Maid Park,,2013,MLB,,,,9,15,1
Texas Rangers,Toronto Blue Jays,2,7,1.95,1.95,2013-06-16,Rangers Ballpark in Arlington,,2013,MLB,,,,9,20,1
Los Angeles Angels,New York Yankees,5,6,1.95,1.95,2013-06-16,Angel Stadium of Anaheim,,2013,MLB,,,,11,18,2
Oakland Athletics,Seattle Mariners,10,2,1.95,1.95,2013-06-16,O.co Coliseum,,2013,MLB,,,,12,25,0
San Diego Padres,Arizona Diamondbacks,4,1,1.95,1.95,2013-06-16,Petco Park,,2013,MLB,,,,5,14,1
Colorado Rockies,Philadelphia Phillies,5,2,1.95,1.95,2013-06-16,Coors Field,,2013,MLB,,,,7,15,0
Atlanta Braves,San Francisco Giants,3,0,1.95,1.95,2013-06-17,Turner Field,,2013,MLB,,,,3,14,1
Cleveland Indians,Kansas City Royals,1,2,1.95,1.95,2013-06-17,Progressive Field,,2013,MLB,,,,3,13,1
St. Louis Cardinals,Chicago Cubs,5,2,1.95,1.95,2013-06-17,Busch Stadium,,2013,MLB,,,,7,13,2
Philadelphia Phillies,Washington Nationals,5,4,1.95,1.95,2013-06-17,Citizens Bank Park,,2013,MLB,,,,9,21,0
Toronto Blue Jays,Colorado Rockies,2,0,1.95,1.95,2013-06-17,Rogers Centre,,2013,MLB,,,,2,8,0
Detroit Tigers,Baltimore Orioles,5,1,1.95,1.95,2013-06-17,Comerica Park,,2013,MLB,,,,6,21,0
Cincinnati Reds,Pittsburgh Pirates,4,1,1.95,1.95,2013-06-17,Great American Ball Park,,2013,MLB,,,,5,15,1
Atlanta Braves,New York Mets,2,1,1.95,1.95,2013-06-17,Turner Field,,2013,MLB,,,,3,12,0
Texas Rangers,Oakland Athletics,8,7,1.95,1.95,2013-06-18,Rangers Ballpark in Arlington,,2013,MLB,,,,15,20,1
Houston Astros,Chicago White Sox,2,4,1.95,1.95,2013-06-18,Minute Maid Park,,2013,MLB,,,,6,17,1
Arizona Diamondbacks,Miami Marlins,2,3,1.95,1.95,2013-06-18,Chase Field,,2013,MLB,,,,5,10,1
Los Angeles Angels,Seattle Mariners,11,3,1.95,1.95,2013-06-18,Angel Stadium of Anaheim,,2013,MLB,,,,14,27,3
San Francisco Giants,San Diego Padres,3,5,1.95,1.95,2013-06-18,AT&T Park,,2013,MLB,,,,8,28,0
Boston Red Sox,Tampa Bay Rays,5,1,1.95,1.95,2013-06-18,Fenway Park,,2013,MLB,,,,6,14,1
Boston Red Sox,Tampa Bay Rays,3,1,1.95,1.95,2013-06-19,Fenway Park,,2013,MLB,,,,4,11,0
Atlanta Braves,New York Mets,3,4,1.95,1.95,2013-06-18,Turner Field,,2013,MLB,,,,7,13,1
Atlanta Braves,New York Mets,1,6,1.95,1.95,2013-06-18,Turner Field,,2013,MLB,,,,7,21,3
Cleveland Indians,Kansas City Royals,4,3,1.95,1.95,2013-06-18,Progressive Field,,2013,MLB,,,,7,13,1
Philadelphia Phillies,Washington Nationals,4,2,1.95,1.95,2013-06-18,Citizens Bank Park,,2013,MLB,,,,6,15,0
Toronto Blue Jays,Colorado Rockies,8,3,1.95,1.95,2013-06-18,Rogers Centre,,2013,MLB,,,,11,15,4
Detroit Tigers,Baltimore Orioles,2,5,1.95,1.95,2013-06-18,Comerica Park,,2013,MLB,,,,7,18,1
Cincinnati Reds,Pittsburgh Pirates,0,4,1.95,1.95,2013-06-18,Great American Ball Park,,2013,MLB,,,,4,8,0
Texas Rangers,Oakland Athletics,2,6,1.95,1.95,2013-06-19,Rangers Ballpark in Arlington,,2013,MLB,,,,8,10,2
Minnesota Twins,Chicago White Sox,7,5,1.95,1.95,2013-06-19,Target Field,,2013,MLB,,,,12,24,2
Houston Astros,Milwaukee Brewers,10,1,1.95,1.95,2013-06-19,Minute Maid Park,,2013,MLB,,,,11,16,2
St. Louis Cardinals,Chicago Cubs,2,4,1.95,1.95,2013-06-19,Busch Stadium,,2013,MLB,,,,6,16,0
Arizona Diamondbacks,Miami Marlins,3,2,1.95,1.95,2013-06-19,Chase Field,,2013,MLB,,,,5,13,0
Los Angeles Angels,Seattle Mariners,2,3,1.95,1.95,2013-06-19,Angel Stadium of Anaheim,,2013,MLB,,,,5,16,0
San Francisco Giants,San Diego Padres,5,4,1.95,1.95,2013-06-19,AT&T Park,,2013,MLB,,,,9,22,0
New York Yankees,Los Angeles Dodgers,6,4,1.95,1.95,2013-06-19,Yankee Stadium,,2013,MLB,,,,10,18,4
New York Yankees,Los Angeles Dodgers,0,6,1.95,1.95,2013-06-19,Yankee Stadium,,2013,MLB,,,,6,15,0
Detroit Tigers,Baltimore Orioles,3,13,1.95,1.95,2013-06-19,Comerica Park,,2013,MLB,,,,16,28,0
Arizona Diamondbacks,Miami Marlins,3,1,1.95,1.95,2013-06-19,Chase Field,,2013,MLB,,,,4,9,0
San Francisco Giants,San Diego Padres,4,2,1.95,1.95,2013-06-19,AT&T Park,,2013,MLB,,,,6,15,1
Cleveland Indians,Kansas City Royals,6,3,1.95,1.95,2013-06-19,Progressive Field,,2013,MLB,,,,9,19,1
Philadelphia Phillies,Washington Nationals,2,6,1.95,1.95,2013-06-19,Citizens Bank Park,,2013,MLB,,,,8,12,0
Toronto Blue Jays,Colorado Rockies,5,2,1.95,1.95,2013-06-19,Rogers Centre,,2013,MLB,,,,7,16,3
Cincinnati Reds,Pittsburgh Pirates,2,1,1.95,1.95,2013-06-19,Great American Ball Park,,2013,MLB,,,,3,20,1
Boston Red Sox,Tampa Bay Rays,2,6,1.95,1.95,2013-06-19,Fenway Park,,2013,MLB,,,,8,22,1
Atlanta Braves,New York Mets,5,3,1.95,1.95,2013-06-19,Turner Field,,2013,MLB,,,,8,13,1
Texas Rangers,Oakland Athletics,9,4,1.95,1.95,2013-06-20,Rangers Ballpark in Arlington,,2013,MLB,,,,13,20,0
Minnesota Twins,Chicago White Sox,7,4,1.95,1.95,2013-06-20,Target Field,,2013,MLB,,,,11,19,2
Houston Astros,Milwaukee Brewers,1,3,1.95,1.95,2013-06-20,Minute Maid Park,,2013,MLB,,,,4,16,1
St. Louis Cardinals,Chicago Cubs,4,1,1.95,1.95,2013-06-20,Busch Stadium,,2013,MLB,,,,5,11,2
Los Angeles Angels,Seattle Mariners,1,0,1.95,1.95,2013-06-20,Angel Stadium of Anaheim,,2013,MLB,,,,1,8,1
Cincinnati Reds,Pittsburgh Pirates,3,5,1.95,1.95,2013-06-20,Great American Ball Park,,2013,MLB,,,,8,18,3
Minnesota Twins,Chicago White Sox,8,4,1.95,1.95,2013-06-20,Target Field,,2013,MLB,,,,12,25,3
Texas Rangers,Oakland Athletics,4,3,1.95,1.95,2013-06-20,Rangers Ballpark in Arlington,,2013,MLB,,,,7,20,1
Houston Astros,Milwaukee Brewers,7,4,1.95,1.95,2013-06-20,Minute Maid Park,,2013,MLB,,,,11,17,4
Washington Nationals,Colorado Rockies,5,1,1.95,1.95,2013-06-20,Nationals Park,,2013,MLB,,,,6,17,1
New York Yankees,Tampa Bay Rays,3,8,1.95,1.95,2013-06-20,Yankee Stadium,,2013,MLB,,,,11,20,1
Detroit Tigers,Boston Red Sox,4,3,1.95,1.95,2013-06-20,Comerica Park,,2013,MLB,,,,7,15,0
Atlanta Braves,New York Mets,3,4,1.95,1.95,2013-06-20,Turner Field,,2013,MLB,,,,7,22,4
St. Louis Cardinals,Chicago Cubs,6,1,1.95,1.95,2013-06-21,Busch Stadium,,2013,MLB,,,,7,15,0
Los Angeles Angels,Seattle Mariners,10,9,1.95,1.95,2013-06-21,Angel Stadium of Anaheim,,2013,MLB,,,,19,29,2
San Diego Padres,Los Angeles Dodgers,6,3,1.95,1.95,2013-06-21,Petco Park,,2013,MLB,,,,9,20,2
San Francisco Giants,Miami Marlins,1,2,1.95,1.95,2013-06-21,AT&T Park,,2013,MLB,,,,3,9,1
Chicago Cubs,Houston Astros,3,1,1.95,1.95,2013-06-21,Wrigley Field,,2013,MLB,,,,4,14,1
Washington Nationals,Colorado Rockies,2,1,1.95,1.95,2013-06-21,Nationals Park,,2013,MLB,,,,3,11,2
Cleveland Indians,Minnesota Twins,5,1,1.95,1.95,2013-06-21,Progressive Field,,2013,MLB,,,,6,13,1
Philadelphia Phillies,New York Mets,3,4,1.95,1.95,2013-06-21,Citizens Bank Park,,2013,MLB,,,,7,19,2
New York Yankees,Tampa Bay Rays,6,2,1.95,1.95,2013-06-21,Yankee Stadium,,2013,MLB,,,,8,20,0
Toronto Blue Jays,Baltimore Orioles,7,6,1.95,1.95,2013-06-21,Rogers Centre,,2013,MLB,,,,13,16,0
Detroit Tigers,Boston Red Sox,6,10,1.95,1.95,2013-06-21,Comerica Park,,2013,MLB,,,,16,28,1
Kansas City Royals,Chicago White Sox,1,9,1.95,1.95,2013-06-22,Kauffman Stadium,,2013,MLB,,,,10,14,1
Milwaukee Brewers,Atlanta Braves,2,0,1.95,1.95,2013-06-22,Miller Park,,2013,MLB,,,,2,10,0
St. Louis Cardinals,Texas Rangers,4,6,1.95,1.95,2013-06-22,Busch Stadium,,2013,MLB,,,,10,17,1
Arizona Diamondbacks,Cincinnati Reds,11,5,1.95,1.95,2013-06-22,Chase Field,,2013,MLB,,,,16,24,2
Los Angeles Angels,Pittsburgh Pirates,2,5,1.95,1.95,2013-06-22,Angel Stadium of Anaheim,,2013,MLB,,,,7,15,0
San Diego Padres,Los Angeles Dodgers,5,2,1.95,1.95,2013-06-22,Petco Park,,2013,MLB,,,,7,16,2
Seattle Mariners,Oakland Athletics,3,6,1.95,1.95,2013-06-22,Safeco Field,,2013,MLB,,,,9,16,0
San Francisco Giants,Miami Marlins,3,6,1.95,1.95,2013-06-22,AT&T Park,,2013,MLB,,,,9,20,1
Washington Nationals,Colorado Rockies,1,7,1.95,1.95,2013-06-22,Nationals Park,,2013,MLB,,,,8,18,0
New York Yankees,Tampa Bay Rays,7,5,1.95,1.95,2013-06-22,Yankee Stadium,,2013,MLB,,,,12,14,3
Toronto Blue Jays,Baltimore Orioles,4,2,1.95,1.95,2013-06-22,Rogers Centre,,2013,MLB,,,,6,11,0
Kansas City Royals,Chicago White Sox,2,3,1.95,1.95,2013-06-22,Kauffman Stadium,,2013,MLB,,,,5,16,0
Chicago Cubs,Houston Astros,3,4,1.95,1.95,2013-06-22,Wrigley Field,,2013,MLB,,,,7,14,4
Philadelphia Phillies,New York Mets,8,7,1.95,1.95,2013-06-22,Citizens Bank Park,,2013,MLB,,,,15,22,3
San Francisco Giants,Miami Marlins,2,1,1.95,1.95,2013-06-22,AT&T Park,,2013,MLB,,,,3,20,1
Milwaukee Brewers,Atlanta Braves,2,0,1.95,1.95,2013-06-22,Miller Park,,2013,MLB,,,,2,13,0
Arizona Diamondbacks,Cincinnati Reds,4,3,1.95,1.95,2013-06-22,Chase Field,,2013,MLB,,,,7,10,1
Detroit Tigers,Boston Red Sox,10,3,1.95,1.95,2013-06-22,Comerica Park,,2013,MLB,,,,13,25,1
San Diego Padres,Los Angeles Dodgers,1,6,1.95,1.95,2013-06-22,Petco Park,,2013,MLB,,,,7,12,2
St. Louis Cardinals,Texas Rangers,2,4,1.95,1.95,2013-06-22,Busch Stadium,,2013,MLB,,,,6,16,1
Cleveland Indians,Minnesota Twins,8,7,1.95,1.95,2013-06-22,Progressive Field,,2013,MLB,,,,15,25,0
Los Angeles Angels,Pittsburgh Pirates,1,6,1.95,1.95,2013-06-23,Angel Stadium of Anaheim,,2013,MLB,,,,7,18,1
Seattle Mariners,Oakland Athletics,7,5,1.95,1.95,2013-06-23,Safeco Field,,2013,MLB,,,,12,25,0
Cleveland Indians,Minnesota Twins,3,5,1.95,1.95,2013-06-23,Progressive Field,,2013,MLB,,,,8,20,0
Toronto Blue Jays,Baltimore Orioles,13,5,1.95,1.95,2013-06-23,Rogers Centre,,2013,MLB,,,,18,25,1
Detroit Tigers,Boston Red Sox,7,5,1.95,1.95,2013-06-23,Comerica Park,,2013,MLB,,,,12,20,3
Washington Nationals,Colorado Rockies,6,7,1.95,1.95,2013-06-23,Nationals Park,,2013,MLB,,,,13,26,2
Philadelphia Phillies,New York Mets,0,8,1.95,1.95,2013-06-23,Citizens Bank Park,,2013,MLB,,,,8,16,1
New York Yankees,Tampa Bay Rays,1,3,1.95,1.95,2013-06-23,Yankee Stadium,,2013,MLB,,,,4,16,1
Kansas City Royals,Chicago White Sox,7,6,1.95,1.95,2013-06-23,Kauffman Stadium,,2013,MLB,,,,13,23,2
Milwaukee Brewers,Atlanta Braves,4,7,1.95,1.95,2013-06-23,Miller Park,,2013,MLB,,,,11,23,0
Chicago Cubs,Houston Astros,14,6,1.95,1.95,2013-06-23,Wrigley Field,,2013,MLB,,,,20,29,4
Los Angeles Angels,Pittsburgh Pirates,9,10,1.95,1.95,2013-06-23,Angel Stadium of Anaheim,,2013,MLB,,,,19,22,5
San Francisco Giants,Miami Marlins,2,7,1.95,1.95,2013-06-23,AT&T Park,,2013,MLB,,,,9,17,2
Arizona Diamondbacks,Cincinnati Reds,2,4,1.95,1.95,2013-06-23,Chase Field,,2013,MLB,,,,6,16,2
San Diego Padres,Los Angeles Dodgers,1,3,1.95,1.95,2013-06-23,Petco Park,,2013,MLB,,,,4,15,0
Seattle Mariners,Oakland Athletics,6,3,1.95,1.95,2013-06-23,Safeco Field,,2013,MLB,,,,9,15,0
St. Louis Cardinals,Texas Rangers,1,2,1.95,1.95,2013-06-24,Busch Stadium,,2013,MLB,,,,3,14,1
Baltimore Orioles,Cleveland Indians,2,5,1.95,1.95,2013-06-24,Oriole Park at Camden Yards,,2013,MLB,,,,7,18,0
